activity_description_id,indicator_id,indicator_name
provision_covid_19_services,no_of_health_workers_trained_on_ipc,# of health workers trained on IPC
provision_mental_health_psychosocial_support_services,no_of_mental_health_consultation_supported,# of mental health consultation supported
provision_covid_19_services,no_of_health_workers_trained_on_covid_19_case_management,# of health workers trained on COVID-19 case management
provision_maternal_newborn_child_health_services,no_of_post_natal_care_pnc_visits,# of Post-Natal Care (PNC) visits
provision_maternal_newborn_child_health_services,no_of_ante_natal_care_anc_visits,# of Ante-Natal Care (ANC) visits
education_hprc,no_of_people_attended_health_education_&_awareness_sessions,# of people attended health education & awareness sessions
provision_covid_19_services,no_of_persons_reached_with_risk_communication_and_community_engagement_rcce_messages_for_covid_19,# of persons reached with Risk Communication and Community Engagement (RCCE) messages for COVID-19
provision_trauma_care_services,no_of_trauma_care_cases_treated_conflict,# of trauma care cases treated (conflict)
provision_trauma_care_services,no_of_trauma_care_cases_referred_conflict,# of trauma care cases referred (conflict)
provision_maternal_newborn_child_health_services,no_of_deliveries_attended_by_a_skilled_birth_attendant,# of deliveries attended by a skilled birth attendant
provision_trauma_care_services,no_of_trauma_care_centers_units_constructed,# of trauma care centers/units constructed
provision_trauma_care_services,no_of_trauma_care_cases_treated_non_conflict,# of trauma care cases treated (non-conflict)
provision_trauma_care_services,no_of_trauma_care_cases_referred_non_conflict,# of trauma care cases referred (non-conflict)
penta3_coverage,no_of_children_under_2_years_of_age_received_penta3_vaccine,# of children under 2 years of age received Penta3 vaccine
measles_coverage,no_of_children_under_2_years_of_age_received_measles_vaccine,# of children under 2 years of age received Measles vaccine
provision_covid_19_services,no_of_covid_19_cases_treated,# of COVID-19 cases treated
provision_covid_19_services,no_of_covid_19_health_facilities_supported,# of COVID-19 health facilities supported
no_of_births_assisted_by_a_skilled_birth_attendant,maternal_newborn_health,Maternal and Newborn Health
provision_essential_supplies,no_of_kits_distributed_–_iehk_tesk_rh_kits_imci_kits_etc,"# of kits distributed – IEHK, TESK, RH kits, IMCI kits, etc"
food_assistance_cbt,no_of_conflict_affected_idp_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of conflict affected IDP women, men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance_in_kind,no_of_conflict_affected_idp_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_assistance_in_a_timely_manner.,"# of conflict affected IDP women, men and children of all ages who receive adequate in-kind assistance, in a timely manner."
food_assistance_in_kind,no_of_natural_disaster_affected_idp_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of natural disaster affected IDP women, men and children of all ages who receive adequate in-kind responses, in a timely manner."
food_assistance_cbt,no_of_natural_disaster_affected_idp_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of natural disaster affected IDP women, men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance_in_kind_ipc4_75,no_of_shock_affected_and_vulnerable_idps_returnees_refugees_natural_disaster_affecteds_people_affected_by_covid_19_and_seasonaly_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_food_cash_responses_in_a_timely_manner.,"# of shock affected and vulnerable (IDPs, returnees, refugees, natural disaster affecteds, people affected by COVID-19, and seasonaly food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate food/cash responses in a timely manner."
food_assistance_in_kind_ipc3_50,no_of_shock_affected_and_vulnerable_idps_returnees_refugees_natural_disaster_affecteds_people_affected_by_covid_19_and_seasonaly_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_food_cash_responses_in_a_timely_manner.,"# of shock affected and vulnerable (IDPs, returnees, refugees, natural disaster affecteds, people affected by COVID-19, and seasonaly food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate food/cash responses in a timely manner."
food_assistance_cbt_ipc4_75,no_of_shock_affected_and_vulnerable_idps_returnees_refugees_natural_disaster_affecteds_people_affected_by_covid_19_and_seasonaly_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_food_cash_responses_in_a_timely_manner.,"# of shock affected and vulnerable (IDPs, returnees, refugees, natural disaster affecteds, people affected by COVID-19, and seasonaly food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate food/cash responses in a timely manner."
food_assistance_cbt,no_of_natural_disaster_affected_people_flash_floods_avalanches_earthquakes_etc.._men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of natural disaster affected people (flash floods, avalanches, earthquakes, etc..), men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance_in_kind,no_of_natural_disaster_affected_people_flash_floods_avalanches_earthquakes_etc.._men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of natural disaster affected people (flash floods, avalanches, earthquakes, etc..), men and children of all ages who receive adequate in-kind responses, in a timely manner."
food_assistance_cbt,no_of_pakistani_refugees_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of Pakistani refugees women, men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance_cbt_ipc3_50,no_of_shock_affected_and_vulnerable_idps_returnees_refugees_natural_disaster_affecteds_people_affected_by_covid_19_and_seasonaly_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_food_cash_responses_in_a_timely_manner.,"# of shock affected and vulnerable (IDPs, returnees, refugees, natural disaster affecteds, people affected by COVID-19, and seasonaly food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate food/cash responses in a timely manner."
food_assistance_in_kind,no_of_pakistani_refugees_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of Pakistani refugees women, men and children of all ages who receive adequate in-kind responses, in a timely manner."
food_assistance_cbt,no_of_undocumented_returnee_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of undocumented returnee women, men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance_cbt,no_of_documented_returnee_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of documented returnee women, men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance_in_kind,no_of_documented_returnee_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of documented returnee women, men and children of all ages who receive adequate in-kind responses, in a timely manner."
livelihood_support_cbt,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
food_assistance_in_kind,no_of_undocumented_returnee_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of undocumented returnee women, men and children of all ages who receive adequate in-kind responses, in a timely manner."
livelihood_support_cbt,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support_in_kind,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support_in_kind,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
livelihood_support,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
livelihood_support_cash_for_work,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
livelihood_support_unconditional_cash,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
